ticker,name,current_price,price_change,pct_change,scraped_at
IPROC,IPROC: I Play Rocky,20.7,0.04,0.0,2026-03-03T12:19:38
ISWEA,ISWEA: I Swear,2.19,0.02,1.0,2026-03-03T12:19:38
IWYSX,IWYSX: I Want Your Sex,5.28,0.02,0.0,2026-03-03T12:19:38
IOBJC,"IOBJC: I, Object",1.61,0.02,1.0,2026-03-03T12:19:38
ICEA6,ICEA6: Ice Age: Boiling Point...,91.43,0.0,0.0,2026-03-03T12:19:38
ICREM,ICREM: Ice Cream Man,8.99,0.0,0.0,2026-03-03T12:19:38
ICFAL,ICFAL: Ice Fall,2.74,0.01,-0.0,2026-03-03T12:19:38
IDOTK,IDOTK: Idiotka,0.44,-0.07,-14.0,2026-03-03T12:19:38
IAVN2,IAVN2: In a Violent Nature 2,4.95,0.02,0.0,2026-03-03T12:19:38
INCLT,INCLT: In Cold Light,0.68,0.0,0.0,2026-03-03T12:19:38
NLOVE,NLOVE: In Love,19.45,0.0,0.0,2026-03-03T12:19:38
NGREY,NGREY: In the Grey,17.15,-0.1,-1.0,2026-03-03T12:19:38
ITHOD,ITHOD: In the Hand of Dante,6.67,0.0,0.0,2026-03-03T12:19:38
NCRD3,NCRD3: Incredibles 3,367.65,0.99,-0.0,2026-03-03T12:19:38
NGRND,NGRND: Inground,6.35,0.02,0.0,2026-03-03T12:19:38
INK,INK: Ink,14.39,0.0,0.0,2026-03-03T12:19:38
NSID6,NSID6: Insidious 6,33.56,0.0,0.0,2026-03-03T12:19:38
ISGOD,ISGOD: Is God Is,11.85,-0.09,-1.0,2026-03-03T12:19:38
ISLNS,ISLNS: Islands,0.07,0.01,17.0,2026-03-03T12:19:38
JACSP,JACSP: Jack of Spades,8.37,0.04,-0.0,2026-03-03T12:19:38
RYAN1,RYAN1: Jack Ryan,27.48,0.07,0.0,2026-03-03T12:19:38
JCKA6,JCKA6: Jackass 5,48.82,0.0,0.0,2026-03-03T12:19:38
JADAX,JADAX: Jak and Daxter,4.74,0.01,0.0,2026-03-03T12:19:38
JB26,JB26: James Bond 26,157.55,0.13,-0.0,2026-03-03T12:19:38
JAMOJ,JAMOJ: Jamojaya,0.02,0.01,100.0,2026-03-03T12:19:38
JANE1,JANE1: Jane,11.83,0.02,0.0,2026-03-03T12:19:38
JDARC,JDARC: Jehanne d'Arc,22.23,0.0,0.0,2026-03-03T12:19:38
JIMYS,JIMYS: Jimmy,8.63,-0.07,-1.0,2026-03-03T12:19:38
JIMPA,JIMPA: Jimpa,0.47,0.0,0.0,2026-03-03T12:19:38
RAMB6,RAMB6: John Rambo,36.4,0.01,-0.0,2026-03-03T12:19:38
WICK0,WICK0: John Wick Prequel,32.89,0.0,0.0,2026-03-03T12:19:38
WICK5,WICK5: John Wick: Chapter 5,104.18,0.44,-0.0,2026-03-03T12:19:38
JONIM,JONIM: Joni Mitchell biopic,10.29,0.02,0.0,2026-03-03T12:19:38
JSPHN,JSPHN: Josephine,8.29,0.01,-0.0,2026-03-03T12:19:38
JUMN3,JUMN3: Jumanji sequel,157.05,0.33,0.0,2026-03-03T12:19:38
21JS3,21JS3: Jump Street: Now For Her...,0.08,-0.01,-11.0,2026-03-03T12:19:38
JUNG2,JUNG2: Jungle Cruise 2,16.93,0.04,0.0,2026-03-03T12:19:38
JURA8,JURA8: Jurassic World sequel,242.11,0.5,-0.0,2026-03-03T12:19:38
JCAUS,JCAUS: Just Cause,0.13,0.0,0.0,2026-03-03T12:19:38
JUSWM,JUSWM: Just Watch Me,2.51,0.01,-0.0,2026-03-03T12:19:38
JUSTC,JUSTC: Justice,0.07,0.01,17.0,2026-03-03T12:19:38
KPOPS,KPOPS: K-Pops!,0.62,-0.13,-17.0,2026-03-03T12:19:38
KCHML,KCHML: Karma Chameleon aka Boy...,0.09,0.0,0.0,2026-03-03T12:19:38
KAROS,KAROS: Karoshi,13.23,-0.08,-1.0,2026-03-03T12:19:38
KENTS,KENTS: Kent State,1.67,0.0,0.0,2026-03-03T12:19:38
KICK2,KICK2: Kick 2,0.74,0.0,0.0,2026-03-03T12:19:38
KILLC,KILLC: Killing Castro,4.57,0.01,0.0,2026-03-03T12:19:38
KGAWK,KGAWK: Killing Gawker,11.03,0.0,0.0,2026-03-03T12:19:38
KSATO,KSATO: Killing Satoshi,15.07,0.04,0.0,2026-03-03T12:19:38
KING,KING: King,3.71,-0.07,-2.0,2026-03-03T12:19:38
KSNAK,KSNAK: King Snake,13.51,-0.1,-1.0,2026-03-03T12:19:38
SPWN2,SPWN2: King Spawn ,0.57,0.0,0.0,2026-03-03T12:19:38
KLARA,KLARA: Klara and the Sun,15.94,0.06,-0.0,2026-03-03T12:19:38
KOCKR,KOCKR: Kockroach,16.43,0.0,0.0,2026-03-03T12:19:38
KOKUH,KOKUH: Kokuho,1.26,0.0,0.0,2026-03-03T12:19:38
KFURY,KFURY: Kung Fury 2,0.05,0.01,25.0,2026-03-03T12:19:38
FRID4,FRID4: Last Friday,7.89,0.0,0.0,2026-03-03T12:19:38
LMEAL,LMEAL: Last Meals,1.1,0.0,0.0,2026-03-03T12:19:38
LTTNY,LTTNY: Last Train to New York,1.65,0.0,0.0,2026-03-03T12:19:38
LTCHK,LTCHK: Latchkey Kids,0.04,-0.01,-20.0,2026-03-03T12:19:38
LTFAM,LTFAM: Late Fame,1.61,-0.02,-1.0,2026-03-03T12:19:38
LEREX,LEREX: Lear Rex,5.02,0.01,0.0,2026-03-03T12:19:38
TMUMY,TMUMY: Lee Cronin's The Mummy,42.34,-0.29,-1.0,2026-03-03T12:19:38
LGACY,LGACY: Legacy,3.5,0.02,1.0,2026-03-03T12:19:38
BLON3,BLON3: Legally Blonde 3,8.13,0.02,-0.0,2026-03-03T12:19:38
LEVIT,LEVIT: Leviticus,7.25,0.87,14.0,2026-03-03T12:19:38
LILS2,LILS2: Lilo & Stitch 2,240.47,0.7,0.0,2026-03-03T12:19:38
LIPLS,LIPLS: Lips Like Sugar,2.55,0.01,-0.0,2026-03-03T12:19:38
LITAM,LITAM: Little America,0.06,0.0,0.0,2026-03-03T12:19:38
LOBO,LOBO: Lobo,24.24,0.02,-0.0,2026-03-03T12:19:38
LOGAN,LOGAN: Logan's Run,3.62,0.05,1.0,2026-03-03T12:19:38
LDSJN,LDSJN: Long Day’s Journey Into...,0.03,0.0,0.0,2026-03-03T12:19:38
LWTLK,LWTLK: Look Who's Talking,1.6,0.01,1.0,2026-03-03T12:19:38
LRDW2,LRDW2: Lords of War,8.87,0.01,0.0,2026-03-03T12:19:38
LORNE,LORNE: Lorne,1.61,0.01,1.0,2026-03-03T12:19:38
LCLEM,LCLEM: Losing Clementine,0.08,-0.01,-11.0,2026-03-03T12:19:38
LERTH,LERTH: Losing Earth aka The...,9.21,0.09,1.0,2026-03-03T12:19:38
LOVCH,LOVCH: Love Child,0.06,-0.01,-14.0,2026-03-03T12:19:38
LINTA,LINTA: Love is Not the Answer,5.07,0.02,-0.0,2026-03-03T12:19:38
LVLNG,LVLNG: Love Language,2.84,0.0,0.0,2026-03-03T12:19:38
LOYLF,LOYLF: Love of Your Life,7.59,0.03,-0.0,2026-03-03T12:19:38
LUCAM,LUCAM: Lucca Mortis aka Untitled...,0.03,0.0,0.0,2026-03-03T12:19:38
LUCLU,LUCLU: Lucky Lu,0.63,0.0,0.0,2026-03-03T12:19:38
LCKYS,LCKYS: Lucky Strike,4.68,0.01,0.0,2026-03-03T12:19:38
LUNIK,LUNIK: Lunik Heist,11.16,0.0,0.0,2026-03-03T12:19:38
MA2,MA2: Ma 2,16.2,0.08,-0.0,2026-03-03T12:19:38
MADEN,MADEN: Madden,7.23,0.01,0.0,2026-03-03T12:19:38
MADDS,MADDS: Maddie's Secret,0.18,0.0,0.0,2026-03-03T12:19:38
MGELN,MGELN: Magellan,0.23,0.01,5.0,2026-03-03T12:19:38
MGCHR,MGCHR: Magic Hour,0.86,-0.06,-7.0,2026-03-03T12:19:38
MGCTG,MGCTG: Magic: The Gathering,34.81,0.02,0.0,2026-03-03T12:19:38
MAMI3,MAMI3: Mamma Mia 3,31.17,0.06,-0.0,2026-03-03T12:19:38
SPMOT,SPMOT: Man of Tomorrow,249.77,1.25,-0.0,2026-03-03T12:19:38
MARCS,MARCS: Marc by Sofia,0.71,0.01,1.0,2026-03-03T12:19:38
MARGC,MARGC: Margie Claus,34.27,0.0,0.0,2026-03-03T12:19:38
MASER,MASER: Maserati: The Brothers,5.25,0.01,-0.0,2026-03-03T12:19:38
HEMAN,HEMAN: Masters of the Universe,96.81,-0.73,-1.0,2026-03-03T12:19:38
MGMAT,"MGMAT: Maya, Give Me A Title",0.31,0.0,0.0,2026-03-03T12:19:38
MCRTY,MCRTY: McCarthy ,0.06,-0.01,-14.0,2026-03-03T12:19:38
MTBAR,MTBAR: Meet the Barbarians,0.06,-0.01,-14.0,2026-03-03T12:19:38
MGAMN,MGAMN: Mega Man,0.09,-0.01,-10.0,2026-03-03T12:19:38
MENAC,MENAC: Menace,0.38,0.01,3.0,2026-03-03T12:19:38
MERLN,MERLN: Merlin,0.06,-0.02,-25.0,2026-03-03T12:19:38
MWRA,MWRA: Merrily We Roll Along -...,1.12,0.02,2.0,2026-03-03T12:19:38
MTLGR,MTLGR: Metal Gear Solid,4.54,0.0,0.0,2026-03-03T12:19:38
METAL,METAL: Metal Men,7.97,0.0,0.0,2026-03-03T12:19:38
MIVIC,MIVIC: Miami Vice,97.37,0.0,0.0,2026-03-03T12:19:38
MJACK,MJACK: Michael ,185.95,0.36,0.0,2026-03-03T12:19:38
MJAC2,MJAC2: Michael 2,142.47,0.49,-0.0,2026-03-03T12:19:38
MDNIT,MDNIT: Midnight,3.72,0.0,0.0,2026-03-03T12:19:38
MIDWB,MIDWB: Midwinter Break,2.05,0.0,0.0,2026-03-03T12:19:38
MNANA,MNANA: Mike & Nick & Nick & Alice,1.97,-0.09,-4.0,2026-03-03T12:19:38
MILJU,MILJU: Miles & Juliette,4.0,0.01,0.0,2026-03-03T12:19:38
DRACU,DRACU: Mina Harker aka Dracula -...,0.28,0.01,4.0,2026-03-03T12:19:38
MNIO3,MNIO3: Minions & Monsters,328.59,0.48,0.0,2026-03-03T12:19:38
MSDRC,MSDRC: Misdirection,0.78,-0.01,-1.0,2026-03-03T12:19:38
MSPIG,MSPIG: Miss Piggy,36.17,0.02,0.0,2026-03-03T12:19:38
MSTYG,MSTYG: Misty Green,13.49,-0.14,-1.0,2026-03-03T12:19:38
MOAN1,MOAN1: Moana,225.44,0.36,0.0,2026-03-03T12:19:38
MOBGR,MOBGR: Mob Girl,0.02,0.01,100.0,2026-03-03T12:19:38
MOMO,MOMO: Momo,4.77,-0.32,-6.0,2026-03-03T12:19:38
MONOP,MONOP: Monopoly,9.22,0.02,0.0,2026-03-03T12:19:38
MONHI,MONHI: Monster High,24.11,0.02,0.0,2026-03-03T12:19:38
MORLC,MORLC: Moral Capacity,5.46,0.02,-0.0,2026-03-03T12:19:38
MRNIN,MRNIN: Morning,3.37,0.02,1.0,2026-03-03T12:19:38
MKMB2,MKMB2: Mortal Kombat II,72.59,0.9,1.0,2026-03-03T12:19:38
MMARY,MMARY: Mother Mary,8.83,0.07,1.0,2026-03-03T12:19:38
MONAT,MONAT: Mother Nature,0.07,-0.01,-13.0,2026-03-03T12:19:38
MTRCT,MTRCT: Motor City,8.18,0.0,0.0,2026-03-03T12:19:38
MREVL,MREVL: Mr. Irrevelant aka...,16.46,0.04,0.0,2026-03-03T12:19:38
MURSW,"MURSW: Murder, She Wrote",22.29,0.0,0.0,2026-03-03T12:19:38
MUSCL,MUSCL: Muscle,0.07,0.0,0.0,2026-03-03T12:19:38
MUSK,MUSK: Musk,2.93,-0.02,-1.0,2026-03-03T12:19:38
MUTNY,MUTNY: Mutiny,21.46,-0.12,-1.0,2026-03-03T12:19:38
MEXFW,MEXFW: My Ex-Friend's Wedding,9.59,0.02,-0.0,2026-03-03T12:19:38
MFSHD,MFSHD: My Father's Shadow,0.14,-0.01,-7.0,2026-03-03T12:19:38
NAR,NAR: NAR,1.22,0.0,0.0,2026-03-03T12:19:38
NARN4,NARN4: Narnia aka The Chronicles...,17.38,-0.15,-1.0,2026-03-03T12:19:38
NARUT,NARUT: Naruto,19.2,0.0,0.0,2026-03-03T12:19:38
ZMBRO,ZMBRO: New York Will Eat You...,0.49,0.0,0.0,2026-03-03T12:19:38
SOLIT,SOLIT: Newborn,0.75,0.02,3.0,2026-03-03T12:19:38
NEXLF,NEXLF: Next Life,2.0,0.01,1.0,2026-03-03T12:19:38
NCKEL,NCKEL: Nickels,1.73,0.0,0.0,2026-03-03T12:19:38
NBTNG,NBTNG: Night Boat to Tangier,1.8,0.0,0.0,2026-03-03T12:19:38
HFAL4,HFAL4: Night Has Fallen,1.76,-0.02,-1.0,2026-03-03T12:19:38
NOTLD,NOTLD: Night of the Living Dead,3.35,-0.02,-1.0,2026-03-03T12:19:38
NIMRD,NIMRD: Nimrods aka New Years Rev,5.04,0.02,0.0,2026-03-03T12:19:38
NTBTS,NTBTS: Nirvanna The Band The...,3.67,0.21,6.0,2026-03-03T12:19:38
NBNTN,NBNTN: Nobody Nothing Nowhere ,1.6,0.0,0.0,2026-03-03T12:19:38
NOBDH,NOBDH: Nobody’s Heart,0.07,0.0,0.0,2026-03-03T12:19:38
NOMD1,NOMD1: Nomad,1.35,0.01,1.0,2026-03-03T12:19:38
NORML,NORML: Normal,18.96,0.02,-0.0,2026-03-03T12:19:38
NBLKL,NBLKL: Not Bloody Likely,0.1,0.0,0.0,2026-03-03T12:19:38
OBSSN,OBSSN: Obsession,19.64,0.02,0.0,2026-03-03T12:19:38
OCEN5,OCEN5: Ocean's ,53.13,0.01,0.0,2026-03-03T12:19:38
OCTOB,OCTOB: October,6.98,0.01,-0.0,2026-03-03T12:19:38
OTPYG,"OTPYG: Oh, the Places You'll Go",102.62,0.09,0.0,2026-03-03T12:19:38
OGMTN,OGMTN: Old Gold Mountain,13.94,0.04,0.0,2026-03-03T12:19:38
OMITD,OMITD: Old Man in the Dunes,9.58,0.02,-0.0,2026-03-03T12:19:38
OMAHA,OMAHA: Omaha,0.33,0.0,0.0,2026-03-03T12:19:38
ONTON,ONTON: One Night Only,23.64,-0.15,-1.0,2026-03-03T12:19:38
1OTD2,1OTD2: One of Them Days 2,15.76,0.02,0.0,2026-03-03T12:19:38
1PMAN,1PMAN: One Punch Man ,8.88,0.01,-0.0,2026-03-03T12:19:38
OWWC,OWWC: Only What We Carry,1.55,0.0,0.0,2026-03-03T12:19:38
ONSLT,ONSLT: Onslaught,8.1,0.02,-0.0,2026-03-03T12:19:38
ORPAN,ORPAN: Orphan,0.12,0.0,0.0,2026-03-03T12:19:38
IATHS,IATHS: Other Mommy aka Incidents...,29.81,0.06,0.0,2026-03-03T12:19:38
OUTCM,OUTCM: Outcome,3.44,0.01,0.0,2026-03-03T12:19:38
OTDRK,OTDRK: Outer Dark,7.67,0.0,0.0,2026-03-03T12:19:38
TETRP,TETRP: Over Your Dead Body,8.9,0.29,3.0,2026-03-03T12:19:38
PANTR,PANTR: Painter,5.88,0.01,-0.0,2026-03-03T12:19:38
PPLA2,PPLA2: Panda Plan 2: The Magical...,0.77,0.0,0.0,2026-03-03T12:19:38
PNCRF,PNCRF: Panic Carefully,19.6,0.04,-0.0,2026-03-03T12:19:38
PANOP,PANOP: Panopticon ,0.06,0.0,0.0,2026-03-03T12:19:38
PTIGR,PTIGR: Paper Tiger,22.65,0.0,0.0,2026-03-03T12:19:38
PRLLT,PRLLT: Parallel Tales,1.4,0.0,0.0,2026-03-03T12:19:38
PNAC8,PNAC8: Paranormal Activity 8,28.57,0.4,1.0,2026-03-03T12:19:38
PRSPM,PRSPM: Paris Paramount aka...,47.16,0.15,0.0,2026-03-03T12:19:38
PSNGR,PSNGR: Passenger,23.02,0.31,1.0,2026-03-03T12:19:38
MORUN,MORUN: Paul McCartney: Man on...,1.09,-0.01,-1.0,2026-03-03T12:19:38
PAWP3,PAWP3: PAW Patrol: The Dino Movie,35.64,0.04,-0.0,2026-03-03T12:19:38
PEACH,PEACH: Peaches,0.88,0.02,2.0,2026-03-03T12:19:38
PEAKD,PEAKD: Peaked,9.6,0.0,0.0,2026-03-03T12:19:38
PEKBL,PEKBL: Peaky Blinders: The...,0.33,0.01,3.0,2026-03-03T12:19:38
PNDLM,PNDLM: Pendulum ,6.54,0.01,-0.0,2026-03-03T12:19:38
PFECT,PFECT: Perfect,0.17,-0.01,-6.0,2026-03-03T12:19:38
PRFCG,PRFCG: Perfect Girl,7.11,0.02,-0.0,2026-03-03T12:19:38
PHSON,PHSON: Phantom Son,9.12,0.0,0.0,2026-03-03T12:19:38
PHILY,PHILY: Philly,2.36,0.0,0.0,2026-03-03T12:19:38
PILON,PILON: Pillion,4.83,0.16,3.0,2026-03-03T12:19:38
PIRT6,PIRT6: Pirates of the Caribbean 6,44.37,0.37,1.0,2026-03-03T12:19:38
PLCTB,PLCTB: Place to Be,2.81,0.0,0.0,2026-03-03T12:19:38
PTAUT,"PTAUT: Planes, Trains and...",7.81,0.01,-0.0,2026-03-03T12:19:38
APES5,APES5: Planet of the Apes sequel,53.71,0.05,0.0,2026-03-03T12:19:38
PLAYD,PLAYD: Play Dead,7.58,0.0,0.0,2026-03-03T12:19:38
PLICN,PLICN: Poetic License,8.01,0.03,-0.0,2026-03-03T12:19:38
PIKA2,PIKA2: Pokemon: Detective Pikachu 2,17.39,0.01,0.0,2026-03-03T12:19:38
POLYP,POLYP: Polly Pocket,18.1,-0.1,-1.0,2026-03-03T12:19:38
PORTL,PORTL: Portal,0.08,0.01,14.0,2026-03-03T12:19:38
PWRBL,PWRBL: Power Ballad,13.83,0.74,6.0,2026-03-03T12:19:38
PWRNG,PWRNG: Power Rangers,2.16,-0.02,-1.0,2026-03-03T12:19:38
PRAC2,PRAC2: Practical Magic 2,49.18,0.0,0.0,2026-03-03T12:19:38
PRSUR,PRSUR: Pressure,18.52,0.36,2.0,2026-03-03T12:19:38
PINK2,PINK2: Pretty in Pink 2,0.04,-0.01,-20.0,2026-03-03T12:19:38
BALOD,BALOD: Pretty Lethal,3.24,0.0,0.0,2026-03-03T12:19:38
PRMTM,PRMTM: Primetime,14.86,0.05,0.0,2026-03-03T12:19:38
PCHRM,PCHRM: Prince Charming,30.22,0.06,0.0,2026-03-03T12:19:38
APQD2,APQD2: Priscilla: Queen of the...,5.19,0.01,0.0,2026-03-03T12:19:38
PRJHM,PRJHM: Project Hail Mary,199.76,0.18,0.0,2026-03-03T12:19:38
PRTEC,PRTEC: Protector,1.38,-0.04,-3.0,2026-03-03T12:19:38
PROXY,PROXY: Proxy,0.12,-0.02,-14.0,2026-03-03T12:19:38
PSYKL,PSYKL: Psycho Killer,3.77,-0.12,-3.0,2026-03-03T12:19:38
QUBON,QUBON: Queen of Bones,0.15,0.01,7.0,2026-03-03T12:19:38
RNBW6,RNBW6: Rainbow Six,12.69,0.02,0.0,2026-03-03T12:19:38
REYEB,REYEB: Raised Eyebrows ,0.06,0.0,0.0,2026-03-03T12:19:38
RAMAY,RAMAY: Ramayana,8.24,0.02,0.0,2026-03-03T12:19:38
RNGAP,RNGAP: Ranger's Apprentice,0.09,0.0,0.0,2026-03-03T12:19:38
RAYGN,RAYGN: Ray Gunn,6.79,0.02,0.0,2026-03-03T12:19:38
RLITA,RLITA: Reading Lolita in Tehran,0.61,0.0,0.0,2026-03-03T12:19:38
RONO2,RONO2: Ready or Not 2: Here I Come,27.24,-1.51,-5.0,2026-03-03T12:19:38
RNACT,RNACT: Reenactment,5.65,-0.1,-2.0,2026-03-03T12:19:38
REMAN,REMAN: Remain,63.74,0.09,-0.0,2026-03-03T12:19:38
RMNDH,RMNDH: Reminders of Him,25.53,0.63,3.0,2026-03-03T12:19:38
REPTI,REPTI: Reptilia,6.55,0.03,-0.0,2026-03-03T12:19:38
RESE8,RESE8: Resident Evil ,52.67,0.46,1.0,2026-03-03T12:19:38
REYKJ,REYKJ: Reykjavik,1.13,-0.01,-1.0,2026-03-03T12:19:38
RCFLU,RCFLU: Rich Flu,0.11,0.0,0.0,2026-03-03T12:19:38
RIDC3,RIDC3: Riddick: Furya,4.55,0.03,1.0,2026-03-03T12:19:38
RHANA,RHANA: Rihanna documentary,1.17,0.0,0.0,2026-03-03T12:19:38
RVRUN,RVRUN: Riverrun,1.82,0.0,0.0,2026-03-03T12:19:38
RTECH,RTECH: Robotech,6.72,0.01,-0.0,2026-03-03T12:19:38
ROCSP,ROCSP: Rock Springs,1.51,0.01,1.0,2026-03-03T12:19:38
RMSMR,RMSMR: Rock'em Sock'em Robots,15.13,0.0,0.0,2026-03-03T12:19:38
RTROP,RTROP: Rogue Trooper ,4.07,-0.08,-2.0,2026-03-03T12:19:38
ROMY2,ROMY2: Romy & Michelle 2,16.43,0.04,-0.0,2026-03-03T12:19:38
RBOYL,RBOYL: Ronan Boyle and the...,12.68,0.05,0.0,2026-03-03T12:19:38
ROSNV,ROSNV: Rose of Nevada,0.95,-0.01,-1.0,2026-03-03T12:19:38
RPRUN,RPRUN: Rosebush Pruning,2.01,-0.02,-1.0,2026-03-03T12:19:38
ROTHK,ROTHK: Rothko,0.02,-0.01,-33.0,2026-03-03T12:19:38
RUNNR,RUNNR: Runner,7.58,0.01,-0.0,2026-03-03T12:19:38
RUSH4,RUSH4: Rush Hour 4,20.19,0.08,0.0,2026-03-03T12:19:38
SCHRN,SCHRN: Saccharine,1.7,0.02,1.0,2026-03-03T12:19:38
SCRIF,SCRIF: Sacrifice,16.66,0.06,0.0,2026-03-03T12:19:38
SAVDO,SAVDO: Sam & Victor’s Day Off,8.22,0.02,0.0,2026-03-03T12:19:38
SAMOL,SAMOL: Samo Lives,0.95,0.0,0.0,2026-03-03T12:19:38
SVGHS,SVGHS: Savage House,0.2,0.0,0.0,2026-03-03T12:19:38
SAW11,SAW11: Saw XI aka Saw 11,24.47,0.0,0.0,2026-03-03T12:19:38
SCAND,SCAND: Scandalous,7.55,0.01,0.0,2026-03-03T12:19:38
SCARF,SCARF: Scarface,0.3,0.0,0.0,2026-03-03T12:19:38
SCRLT,SCRLT: Scarlet,2.99,0.04,1.0,2026-03-03T12:19:38
SCAR6,SCAR6: Scary Movie 6,60.36,0.62,1.0,2026-03-03T12:19:38
SCRM7,SCRM7: Scream 7,106.62,0.58,1.0,2026-03-03T12:19:38
SOAWA,SOAWA: Seance on a Wet Afternoon,4.85,0.87,22.0,2026-03-03T12:19:38
SYWIS,SYWIS: See You When I See You,1.87,0.0,0.0,2026-03-03T12:19:38
SEMGD,SEMGD: Semplica Girl Diaries,2.8,-0.02,-1.0,2026-03-03T12:19:38
SENDR,SENDR: Sender,8.76,0.02,-0.0,2026-03-03T12:19:38
SNSNS,SNSNS: Sense and Sensibility,18.67,0.02,-0.0,2026-03-03T12:19:38
SEPRM,SEPRM: Separate Rooms,1.6,0.0,0.0,2026-03-03T12:19:38
SESAM,SESAM: Sesame Street,0.96,0.01,1.0,2026-03-03T12:19:38
SGROC,SGROC: Sgt. Rock,24.56,0.04,0.0,2026-03-03T12:19:38
SHCKL,SHCKL: Shackleton,2.81,0.0,0.0,2026-03-03T12:19:38
SHCH2,SHCH2: Shang-Chi 2,44.64,0.01,-0.0,2026-03-03T12:19:38
SHEP3,SHEP3: Shaun The Sheep: The...,10.93,0.0,0.0,2026-03-03T12:19:38
SDANC,SDANC: She Dances,1.41,-0.07,-5.0,2026-03-03T12:19:38
SHVER,SHVER: Shiver aka Untitled Tim...,71.64,0.12,0.0,2026-03-03T12:19:38
SHKWV,SHKWV: Shockwave,0.06,0.0,0.0,2026-03-03T12:19:38
SHIOL,SHIOL: Shout It Out Loud,16.86,0.02,-0.0,2026-03-03T12:19:38
SHRK5,SHRK5: Shrek 5,228.71,0.33,0.0,2026-03-03T12:19:38
SICA3,SICA3: Sicario 3,4.26,0.01,-0.0,2026-03-03T12:19:38
SLNTF,SLNTF: Silent Friend,0.73,0.01,1.0,2026-03-03T12:19:38
SING3,SING3: Sing 3,54.66,0.25,0.0,2026-03-03T12:19:38
SLANT,SLANT: Slanted,6.43,0.01,0.0,2026-03-03T12:19:38
SLPDG,SLPDG: Sleeping Dogs,9.07,0.01,-0.0,2026-03-03T12:19:38
SMIL3,SMIL3: Smile 3,22.66,0.04,-0.0,2026-03-03T12:19:38
SNIFF,SNIFF: Sniff,0.02,0.01,100.0,2026-03-03T12:19:38
SNOOP,SNOOP: Snoop Dogg Biopic,23.37,0.0,0.0,2026-03-03T12:19:38
SOIL,SOIL: Soil,0.04,0.0,0.0,2026-03-03T12:19:38
SWOTH,SWOTH: Somewhere Out There,2.76,0.0,0.0,2026-03-03T12:19:38
SONC4,SONC4: Sonic the Hedgehog 4,160.1,0.33,-0.0,2026-03-03T12:19:38
SOM8T,SOM8T: Soulm8te,8.92,0.02,0.0,2026-03-03T12:19:38
SOFAL,SOFAL: Sound of Falling,0.08,-0.01,-11.0,2026-03-03T12:19:38
SPAWK,SPAWK: Spa Weekend,15.24,0.08,1.0,2026-03-03T12:19:38
SPCB2,SPCB2: Spaceballs 2,123.26,0.21,0.0,2026-03-03T12:19:38
ASPD3,ASPD3: Spider-Man: Beyond the...,231.16,0.15,0.0,2026-03-03T12:19:38
SPID9,SPID9: Spider-Man: Brand New Day,417.64,0.29,-0.0,2026-03-03T12:19:38
SPDWM,SPDWM: Spider-Woman,18.62,0.08,0.0,2026-03-03T12:19:38
SPRIT,SPRIT: Spirit ,4.63,0.01,0.0,2026-03-03T12:19:38
SPFIC,SPFIC: Split Fiction,31.41,0.0,0.0,2026-03-03T12:19:38
TREK4,TREK4: Star Trek,24.11,0.02,-0.0,2026-03-03T12:19:38
STRW1,STRW1: Star Wars: Dawn of the Jedi,101.71,0.32,-0.0,2026-03-03T12:19:38
SWAR4,SWAR4: Star Wars: Starfighter,235.3,0.49,0.0,2026-03-03T12:19:38
STRPR,STRPR: Starship Troopers,38.6,0.04,0.0,2026-03-03T12:19:38
STATC,STATC: Static Shock,2.82,-0.03,-1.0,2026-03-03T12:19:38
OHELN,OHELN: Stepdude aka Oh Hell No,2.8,-0.02,-1.0,2026-03-03T12:19:38
STONR,STONR: Stoner,0.02,0.0,0.0,2026-03-03T12:19:38
STTRN,STTRN: Stop! That! Train! aka...,5.16,0.0,0.0,2026-03-03T12:19:38
STFTR,STFTR: Street Fighter,77.43,0.09,0.0,2026-03-03T12:19:38
STRNS,STRNS: Strings aka Help,13.57,0.0,0.0,2026-03-03T12:19:38
STUFD,STUFD: Stuffed,1.49,0.0,0.0,2026-03-03T12:19:38
STUNT,STUNT: Stuntnuts: The Movie,14.67,0.03,-0.0,2026-03-03T12:19:38
SUBVS,SUBVS: Subversion,22.06,0.03,0.0,2026-03-03T12:19:38
SUGBN,SUGBN: Sugar Bandits,16.52,0.04,-0.0,2026-03-03T12:19:38
SCBSL,SCBSL: Suicide by Sunlight aka...,6.4,0.02,-0.0,2026-03-03T12:19:38
SFLWR,SFLWR: Sunflower,4.79,0.01,-0.0,2026-03-03T12:19:38
SUNNY,SUNNY: Sunny,17.74,0.02,0.0,2026-03-03T12:19:38
SPTOY,SPTOY: Super Toys,7.86,0.0,0.0,2026-03-03T12:19:38
STRO3,STRO3: Super Troopers 3,24.42,0.08,0.0,2026-03-03T12:19:38
SUPGR,SUPGR: Supergirl,175.17,0.03,0.0,2026-03-03T12:19:38
SWAMP,SWAMP: Swamp Thing,22.69,0.04,-0.0,2026-03-03T12:19:38
SWVNG,SWVNG: Sweet Vengeance,0.46,0.0,0.0,2026-03-03T12:19:38
SWTSC,SWTSC: Sweetsick,8.04,0.01,-0.0,2026-03-03T12:19:38
SWITZ,SWITZ: Switzerland,1.2,0.01,1.0,2026-03-03T12:19:38
